id,Facility Name,Latitude,Longitude,Sector,Carcinogenic Emissions
18407HNDRC7THAV,HENDRICK MANUFACTURING CO,41.57099,-75.50555,Fabricated Metals,NO
18407HNDRC7THAV,HENDRICK MANUFACTURING CO,41.57099,-75.50555,Fabricated Metals,NO
15120WSTHMWESTS,WHEMCO-STEEL CASTINGS INC,40.39911,-79.92189,Fabricated Metals,NO
17601CNTNN3349H,HUBBARD FEEDS INC,40.04813,-76.40288,Food,NO
18301DVRSY880CR,ROYAL CHEMICAL CO,41.023848,-75.200126,Chemicals,NO
18301DVRSY880CR,ROYAL CHEMICAL CO,41.023848,-75.200126,Chemicals,NO
18301DVRSY880CR,ROYAL CHEMICAL CO,41.023848,-75.200126,Chemicals,NO
18301DVRSY880CR,ROYAL CHEMICAL CO,41.023848,-75.200126,Chemicals,NO
17552DNSCNSOUTH,DONSCO INC,40.10756,-76.49736,Primary Metals,NO
17011DMMLLSPANG,ADM MILLING CO,40.231944,-76.926111,Food,NO
18702NSNNG1141H,WYMAN GORDON TRU-FORM,41.258346,-75.821477,Transportation Equipment,NO
15853LPHSNBOX42,ALPHA PRECISION GROUP SINTERED METALS,41.45625,-78.74748,Fabricated Metals,NO
19106NTDST151NI,U.S. DEPARTMENT OF THE TREASURY U.S. MINT AT PHILADELPHIA,39.95396,-75.14789,Fabricated Metals,NO
18974CSTRL775LO,CASTROL INDUSTRIAL WARMINSTER,40.20234,-75.08443,Petroleum,NO
19135TNNRN5811T,TANNER INDUSTRIES INC,40.010278,-75.055556,Chemical Wholesalers,NO
18974CSTRL775LO,CASTROL INDUSTRIAL WARMINSTER,40.20234,-75.08443,Petroleum,NO
18974CSTRL775LO,CASTROL INDUSTRIAL WARMINSTER,40.20234,-75.08443,Petroleum,NO
19106NTDST151NI,U.S. DEPARTMENT OF THE TREASURY U.S. MINT AT PHILADELPHIA,39.95396,-75.14789,Fabricated Metals,NO
19106NTDST151NI,U.S. DEPARTMENT OF THE TREASURY U.S. MINT AT PHILADELPHIA,39.95396,-75.14789,Fabricated Metals,NO
18974CSTRL775LO,CASTROL INDUSTRIAL WARMINSTER,40.20234,-75.08443,Petroleum,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
1500WSHRCR235DU,SHORE CORP,40.604427,-80.22626,Chemicals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
15650LTRBS2626L,LATROBE SPECIALTY METALS,40.302598,-79.372804,Primary Metals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
17327PMXNC158IN,BIMAX INC,39.818601,-76.6872,Chemicals,NO
15642PBMNCRD6BO,PBM INC.,40.35811,-79.67592,Fabricated Metals,NO
15085CLVLN14000,CLEAVELAND/PRICE INC,40.36593,-79.74597,Electrical Equipment,NO
16801TRSTC2820E,TRS CERAMICS INC. DBA TRS TECHNOLOGIES,40.83028,-77.80267,Computers and Electronic Products,NO
15853LPHSNBOX42,ALPHA PRECISION GROUP SINTERED METALS,41.45625,-78.74748,Fabricated Metals,NO
1911WKRPHL21KIT,PHILLY SHIPYARD INC,39.890134,-75.191412,Transportation Equipment,NO
19061SSCHM4000C,ESSCHEM INC.,39.821666,-75.438055,Chemicals,NO
19061SSCHM4000C,ESSCHEM INC.,39.821666,-75.438055,Chemicals,NO
16506RBRNZ6300W,ERIE BRONZE & ALUMINUM,42.058954,-80.211771,Primary Metals,NO
15642PBMNCRD6BO,PBM INC.,40.35811,-79.67592,Fabricated Metals,NO
19464MPRLS1153S,IMPERIAL PRECISION MFG. INC.,40.23833,-75.62719,Fabricated Metals,NO
17701DHTHR3200R,OHD THERMACORE INC.,41.22722,-77.0774,Fabricated Metals,NO
18951QKRCL201SH,MCADOO & ALLEN  DIV QUAKER COLOR DIV MCADOO & ALLEN  DIV,40.438764,-75.332363,Chemicals,NO
17701DHTHR3200R,OHD THERMACORE INC.,41.22722,-77.0774,Fabricated Metals,NO
19464MPRLS1153S,IMPERIAL PRECISION MFG. INC.,40.23833,-75.62719,Fabricated Metals,NO
18951QKRCL201SH,MCADOO & ALLEN  DIV QUAKER COLOR DIV MCADOO & ALLEN  DIV,40.438764,-75.332363,Chemicals,NO
17517LPPRT1658D,LIPPERT COMPONENTS INC PLANT 7,40.2231,-76.06408,Fabricated Metals,NO
17540HMSTF33GLE,H. M. STAUFFER & SONS INC,40.086256,-76.18172,Wood Products,NO
16701WRCSNOWENS,WR CASE & SONS CUTLERY CO,41.928469,-78.645772,Fabricated Metals,NO
16701WRCSNOWENS,WR CASE & SONS CUTLERY CO,41.928469,-78.645772,Fabricated Metals,NO
1806WSTLMN345BA,STEEL MANAGEMENT SYSTEMS LLC,40.729972,-75.357956,Fabricated Metals,NO
15857FRVWSFAIRV,GKN SINTER METALS - ST. MARYS,41.36604,-78.55721,Fabricated Metals,NO
15857FRVWSFAIRV,GKN SINTER METALS - ST. MARYS,41.36604,-78.55721,Fabricated Metals,NO
1603WMNSTL6WHIT,MAIN STEEL POLISHING CO.,40.79808,-80.12144,Fabricated Metals,NO
15147FFVLN1297E,AFFIVAL INC,40.51996,-79.81174,Fabricated Metals,NO
16933THMRSPOBOX,MURUS CO,41.8688,-76.99024,Wood Products,NO
15147FFVLN1297E,AFFIVAL INC,40.51996,-79.81174,Fabricated Metals,NO
1603WMNSTL6WHIT,MAIN STEEL POLISHING CO.,40.79808,-80.12144,Fabricated Metals,NO
1603WMNSTL6WHIT,MAIN STEEL POLISHING CO.,40.79808,-80.12144,Fabricated Metals,NO
19032CRKND500KA,CORK INDUSTRIES INC,39.891,-75.27008,Chemicals,NO
18017PHNXT1185W,PHOENIX TUBE CO. INC.,40.62622,-75.35254,Primary Metals,NO
18017PHNXT1185W,PHOENIX TUBE CO. INC.,40.62622,-75.35254,Primary Metals,NO
18042PLYTK55HIL,POLYTEK DEVELOPMENT CORP,40.67,-75.2225,Chemicals,NO
18042PLYTK55HIL,POLYTEK DEVELOPMENT CORP,40.67,-75.2225,Chemicals,NO
1734WLTTLS15CHB,LITTLESTOWN FOUNDRY INC,39.742691,-77.090645,Primary Metals,NO
15033RGSSP61SCT,AIRGAS SPECIALTY PRODUCTS - DONORA PA,40.188127,-79.857183,Chemical Wholesalers,NO
16001HCKTTARMCO,HARSCO METALS - BUTLER,40.83013,-79.933445,Nonmetallic Mineral Product,NO
16001HCKTTARMCO,HARSCO METALS - BUTLER,40.83013,-79.933445,Nonmetallic Mineral Product,NO
16803STTFT2470F,"STATE OF THE ART,INC.",40.85125,-77.85328,Computers and Electronic Products,NO
16001HCKTTARMCO,HARSCO METALS - BUTLER,40.83013,-79.933445,Nonmetallic Mineral Product,NO
15767PRFRM700MA,PROFORM POWDER METALS,40.93589,-78.985266,Fabricated Metals,NO
15767PRFRM700MA,PROFORM POWDER METALS,40.93589,-78.985266,Fabricated Metals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
17847MLTNS6CANA,MILTON STEEL CO,41.00796,-76.85656,Fabricated Metals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
16428LCTRC50SWA,ELECTRIC MATERIALS CO,42.21538,-79.82772,Primary Metals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
15834MRCNS513EA,EMBASSY POWDERED METALS INC.,41.50866,-78.22694,Fabricated Metals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,40.836389,-76.030833,Chemicals,NO
16509BSHND2455R,LORD CORP,42.051977,-80.053391,Plastics and Rubber,NO
16509BSHND2455R,LORD CORP,42.051977,-80.053391,Plastics and Rubber,NO
18707DYNMTCREST,I2M INC.,41.128139,-75.891309,Plastics and Rubber,NO
19533MTLSNOLDBE,EAGLE METALS,40.39704,-76.00638,Primary Metals,NO
16115NVRTR118PA,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,40.79611,-80.46785,Hazardous Waste,NO
18707DYNMTCREST,I2M INC.,41.128139,-75.891309,Plastics and Rubber,NO
17066WNSCRUSROU,NOV FIBER GLASS SYSTEMS - CONTAINMENT SOLUTIONS,40.36436,-77.86449,Plastics and Rubber,NO
18707DYNMTCREST,I2M INC.,41.128139,-75.891309,Plastics and Rubber,NO
16115NVRTR118PA,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,40.79611,-80.46785,Hazardous Waste,NO
18707DYNMTCREST,I2M INC.,41.128139,-75.891309,Plastics and Rubber,NO
16115NVRTR118PA,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,40.79611,-80.46785,Hazardous Waste,NO
16115NVRTR118PA,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,40.79611,-80.46785,Hazardous Waste,NO
16115NVRTR118PA,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,40.79611,-80.46785,Hazardous Waste,NO
1903WBNGTN55LDB,ABINGTON RELDAN METALS LLC,40.167155,-74.759912,Primary Metals,NO
1903WBNGTN55LDB,ABINGTON RELDAN METALS LLC,40.167155,-74.759912,Primary Metals,NO
1903WBNGTN55LDB,ABINGTON RELDAN METALS LLC,40.167155,-74.759912,Primary Metals,NO
1903WBNGTN55LDB,ABINGTON RELDAN METALS LLC,40.167155,-74.759912,Primary Metals,NO
17402HRLYD1425E,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,39.98485,-76.71854,Transportation Equipment,NO
17889GWYNCRTE15,CARGILL FEED & NUTRITION WINFIELD,40.908145,-76.853914,Food,NO
17402HRLYD1425E,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,39.98485,-76.71854,Transportation Equipment,NO
17402HRLYD1425E,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,39.98485,-76.71854,Transportation Equipment,NO
17889GWYNCRTE15,CARGILL FEED & NUTRITION WINFIELD,40.908145,-76.853914,Food,NO
17889GWYNCRTE15,CARGILL FEED & NUTRITION WINFIELD,40.908145,-76.853914,Food,NO
17402HRLYD1425E,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,39.98485,-76.71854,Transportation Equipment,NO
17402HRLYD1425E,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,39.98485,-76.71854,Transportation Equipment,NO
19543XLJHN900HE,TITANIUM METALS CORP DBA TIMET,40.14908,-75.85985,Primary Metals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
1803WMRCNC788PE,AMERICAN CRAFT BREWERY LLC,40.57509,-75.620971,Beverages,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
1803WMRCNC788PE,AMERICAN CRAFT BREWERY LLC,40.57509,-75.620971,Beverages,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
15665WSTNGROUTE,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,40.34395,-79.66008,Chemicals,NO
17821MNTRS18MCM,MONTOUR STEAM ELECTRIC STATION,41.069974,-76.665133,Electric Utilities,NO
1803WMRCNC788PE,AMERICAN CRAFT BREWERY LLC,40.57509,-75.620971,Beverages,NO
19310CTNMF500BA,ACTION MANUFACTURING CO,39.89994,-75.96799,Chemicals,NO
17821MNTRS18MCM,MONTOUR STEAM ELECTRIC STATION,41.069974,-76.665133,Electric Utilities,NO
17821MNTRS18MCM,MONTOUR STEAM ELECTRIC STATION,41.069974,-76.665133,Electric Utilities,NO
19007MRCNSMAGNO,ANCHOR AN OLDCASTLE CO,40.119976,-74.857156,Nonmetallic Mineral Product,NO
17821MNTRS18MCM,MONTOUR STEAM ELECTRIC STATION,41.069974,-76.665133,Electric Utilities,NO
17821MNTRS18MCM,MONTOUR STEAM ELECTRIC STATION,41.069974,-76.665133,Electric Utilities,NO
18067NRTHM1HORW,NORTHAMPTON GENERATING PLANT,40.691957,-75.479887,Electric Utilities,NO
1803WMRCNC788PE,AMERICAN CRAFT BREWERY LLC,40.57509,-75.620971,Beverages,NO
1864WPNNSY3ARMS,PENNSY SUPPLY INC PITTSTON FACILITY,41.297278,-75.763353,Petroleum,NO
15907GTRXX119WA,GAUTIER STEEL LTD.,40.328407,-78.91558,Primary Metals,NO
17057MNLYR532EE,UNIVAR SOLUTIONS USA INC. MIDDLETOWN BRANCH,40.193056,-76.721111,Chemical Wholesalers,NO
17057MNLYR532EE,UNIVAR SOLUTIONS USA INC. MIDDLETOWN BRANCH,40.193056,-76.721111,Chemical Wholesalers,NO
19555BRSHWSHOEM,MATERION BRUSH INC,40.4892,-75.9608,Primary Metals,NO
15104HRSCH13THB,HARSCO METALS - BRI,40.391532,-79.852382,Primary Metals,NO
15104HRSCH13THB,HARSCO METALS - BRI,40.391532,-79.852382,Primary Metals,NO
18411SNDVKIVYIN,SANDVIK MATERIALS TECHNOLOGY,41.52675,-75.66107,Primary Metals,NO
18411SNDVKIVYIN,SANDVIK MATERIALS TECHNOLOGY,41.52675,-75.66107,Primary Metals,NO
16502NTDRN1429W,INTERSTATE CHEMICAL CO UNITED ERIE,42.11798,-80.08819,Chemical Wholesalers,NO
18707MRCHM855AK,AVIENT CORP,41.12795,-75.88825,Chemicals,NO
16502NTDRN1429W,INTERSTATE CHEMICAL CO UNITED ERIE,42.11798,-80.08819,Chemical Wholesalers,NO
18411SNDVKIVYIN,SANDVIK MATERIALS TECHNOLOGY,41.52675,-75.66107,Primary Metals,NO
16502NTDRN1429W,INTERSTATE CHEMICAL CO UNITED ERIE,42.11798,-80.08819,Chemical Wholesalers,NO
18411SNDVKIVYIN,SANDVIK MATERIALS TECHNOLOGY,41.52675,-75.66107,Primary Metals,NO
16502NTDRN1429W,INTERSTATE CHEMICAL CO UNITED ERIE,42.11798,-80.08819,Chemical Wholesalers,NO
1668WFRTDR13985,FORT DEARBORN CO/TYRONE,40.71094,-78.204142,Printing,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19353DRBLM140SH,DFT INC.,40.06136,-75.65577,Fabricated Metals,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
1683WFRMNR112IN,FORUM ENERGY TECHNOLOGIES - CLEARFIELD,41.02831,-78.38897,Fabricated Metals,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19428HRSNC24UNI,HERAEUS PRECIOUS METALS NA CONSHOHOCKEN LLC,40.06832,-75.32764,Computers and Electronic Products,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
1902WTLXMT15PHY,TELEX METALS LLC,40.08154,-74.89888,Primary Metals,NO
19428HRSNC24UNI,HERAEUS PRECIOUS METALS NA CONSHOHOCKEN LLC,40.06832,-75.32764,Computers and Electronic Products,NO
1902WTLXMT15PHY,TELEX METALS LLC,40.08154,-74.89888,Primary Metals,NO
19067VNWTR200DE,UNIVAR SOLUTIONS USA INC. - MORRISVILLE BRANCH,40.16986,-74.7576,Chemical Wholesalers,NO
16329NTNLF1FRON,ELLWOOD NATIONAL FORGE CO,41.841555,-79.27005,Fabricated Metals,NO
1804WSSXNR1CNRY,EASTON SERVICE CENTER,40.74983,-75.23786,Fabricated Metals,NO
16329NTNLF1FRON,ELLWOOD NATIONAL FORGE CO,41.841555,-79.27005,Fabricated Metals,NO
1912WMNLMN42194,AMUNEAL MANUFACTURING,40.00745,-75.08629,Fabricated Metals,NO
16329NTNLF1FRON,ELLWOOD NATIONAL FORGE CO,41.841555,-79.27005,Fabricated Metals,NO
16329NTNLF1FRON,ELLWOOD NATIONAL FORGE CO,41.841555,-79.27005,Fabricated Metals,NO
18370CNNGHRT611,SANOFI PASTEUR INC,41.09475,-75.32632,Chemicals,NO
18370CNNGHRT611,SANOFI PASTEUR INC,41.09475,-75.32632,Chemicals,NO
18370CNNGHRT611,SANOFI PASTEUR INC,41.09475,-75.32632,Chemicals,NO
1530WMLTCH2DETR,MULTI-CHEM GROUP WASHINGTON PA FACILITY,40.165061,-80.227699,Chemical Wholesalers,NO
1530WMLTCH2DETR,MULTI-CHEM GROUP WASHINGTON PA FACILITY,40.165061,-80.227699,Chemical Wholesalers,NO
1530WMLTCH2DETR,MULTI-CHEM GROUP WASHINGTON PA FACILITY,40.165061,-80.227699,Chemical Wholesalers,NO
1530WMLTCH2DETR,MULTI-CHEM GROUP WASHINGTON PA FACILITY,40.165061,-80.227699,Chemical Wholesalers,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
17201LXCFR8DEVE,ALEX C FERGUSSON LLC,40.00561,-77.649956,Chemicals,NO
1684WNYDRF468QU,NYDREE FLOORING LLC,41.18568,-78.145405,Wood Products,NO
17257JLGND560WA,JLG INDUSTRIES INC SHIPPENSBURG FACILITY,40.068,-77.44954,Machinery,NO
1870WCRDNL5ELMW,CARDINAL IG CO,41.133852,-75.898136,Nonmetallic Mineral Product,NO
1870WCRDNL5ELMW,CARDINAL IG CO,41.133852,-75.898136,Nonmetallic Mineral Product,NO
1907WSTRNCCALCN,EASTERN CONCRETE MATERIALS / SHARON HILL,39.895667,-75.263639,Nonmetallic Mineral Product,NO
16316VKNGT1116S,VIKING TOOL & GAGE,41.617297,-80.288528,Fabricated Metals,NO
16316VKNGT1116S,VIKING TOOL & GAGE,41.617297,-80.288528,Fabricated Metals,NO
